car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
2012 Maruti Alto K10 LXI,2012,Third Party insurance,Petrol,5.0,90000.0,Second Owner,Manual,,20.92,998.0,67.1,,1.5
2021 Hyundai Creta SX Opt Turbo BSVI,2021,Third Party insurance,Petrol,5.0,40000.0,First Owner,Automatic,,,1353.0,138.12,,17.5
2019 Hyundai Xcent 1.2 VTVT S,Jun 2019,Third Party,Petrol,5.0,50655.0,First Owner,Manual,,20.14,1197.0,81.86,,5.17
2021 Maruti Wagon R CNG LXI,Jun 2021,Third Party,CNG,5.0,95323.0,First Owner,Manual,,32.52,998.0,58.33,,5.26
2020 Tata Altroz XZ BSVI,Jun 2020,Third Party,Petrol,5.0,24255.0,First Owner,Manual,,19.33,1199.0,86.83,,6.98
2010 Hyundai Santro Xing GL,2010,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,,1086.0,62.0,,1.5
2018 Jeep Compass 1.4 Sport,Aug 2018,Third Party insurance,Petrol,5.0,45427.0,First Owner,Manual,,16.0,1368.0,160.0,,9.41
2020 Maruti Vitara Brezza VXI,Nov 2020,Zero Dep,Petrol,5.0,35982.0,First Owner,Manual,,17.03,1462.0,103.26,,8.03
2016 Maruti Ciaz AT ZXi Plus,Jun 2016,Third Party insurance,Petrol,5.0,37999.0,First Owner,Automatic,,19.12,1373.0,91.1,,6.72
2017 Maruti Celerio ZXI AMT,Oct 2017,Comprehensive,Petrol,5.0,11466.0,First Owner,Automatic,,26.0,998.0,65.71,,4.69
2022 Maruti Swift Dzire LXI BSVI,2022,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,22.41,1197.0,88.5,,6.5
2015 Volkswagen Polo 1.2 MPI Trendline,2015,Third Party insurance,Petrol,5.0,30000.0,Third Owner,Manual,,18.78,1198.0,74.0,,3.2
2020 Audi A6 45 TFSI Premium Plus BSVI,Jul 2020,Third Party insurance,Petrol,5.0,5500.0,First Owner,Automatic,,14.11,1984.0,241.3,,49.5
2011 Maruti Swift LXI,2011,Third Party insurance,Petrol,5.0,80000.0,Second Owner,Manual,,18.6,1197.0,85.8,,2.5
2021 MG Gloster Sharp 7-Str,Aug 2021,Comprehensive,Diesel,7.0,33000.0,First Owner,Automatic,,12.4,1996.0,215.01,,34.5
2022 Hyundai Venue S Plus,2022,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,17.52,1197.0,81.86,,8.5
2016 Maruti Swift VDI BSIV,2016,Third Party insurance,Diesel,5.0,50000.0,First Owner,Manual,,25.2,1248.0,74.0,,4.0
2018 Mahindra Thar CRDe,2018,Third Party insurance,Diesel,6.0,40000.0,Second Owner,Manual,,16.55,2498.0,105.0,,7.93
2010 Hyundai i10 Sportz 1.2,Feb 2010,Comprehensive,Petrol,5.0,90403.0,Second Owner,Manual,,20.36,1197.0,78.9,,1.43
2021 Datsun RediGO AMT 1.0 T Option,Jul 2021,Zero Dep,Petrol,5.0,8755.0,First Owner,Automatic,,22.0,999.0,67.05,,4.62
2019 Kia Seltos HTX Diesel,2019,Third Party insurance,Diesel,5.0,40000.0,First Owner,Manual,,20.8,1493.0,113.43,,12.0
2014 Honda Brio S MT,Jun 2014,Third Party insurance,Petrol,5.0,56176.0,Third Owner,Manual,,19.4,1198.0,86.8,,3.13
2019 Renault Triber RXZ,Jan 2020,Zero Dep,Petrol,7.0,41387.0,Second Owner,Manual,,20.0,999.0,71.01,,5.73
2014 Hyundai i10 Magna 1.1L,May 2014,Third Party,Petrol,5.0,63002.0,First Owner,Manual,,19.81,1086.0,68.05,,2.87
2021 Kia Seltos GTX Plus Diesel AT,Apr 2021,Comprehensive,Diesel,5.0,36000.0,First Owner,Automatic,,18.0,1493.0,113.43,,18.75
2016 Tata Tiago 1.2 Revotron XZ,May 2016,Comprehensive,Petrol,5.0,51297.0,Second Owner,Manual,,23.84,1199.0,84.0,,3.74
2015 Maruti Wagon R LXI CNG,2015,Third Party insurance,CNG,5.0,120000.0,First Owner,Manual,,26.6,998.0,58.16,,2.5
2016 Maruti Ciaz ZXi Plus,2016,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,20.73,1373.0,91.1,,4.49
2013 Audi Q7 3.0 TDI Quattro Technology,Oct 2013,Comprehensive,Diesel,7.0,58000.0,First Owner,Automatic,,12.07,2967.0,241.4,,14.14
2012 Hyundai i10 Era,2012,Third Party insurance,Petrol,5.0,70000.0,Second Owner,Manual,,19.81,1086.0,68.05,,2.35
2021 Maruti Alto 800 LXI Opt S-CNG BSVI,2021,Third Party insurance,CNG,4.0,40000.0,First Owner,Manual,,31.59,796.0,40.36,,4.0
2021 Maruti Alto 800 LXI Opt S-CNG BSVI,2021,Third Party insurance,CNG,4.0,40000.0,First Owner,Manual,,31.59,796.0,40.36,,4.0
2017 Honda Amaze S i-VTEC,2017,Third Party insurance,Petrol,5.0,100000.0,First Owner,Manual,,17.8,1198.0,86.7,,4.99
2014 Hyundai i20 Asta 1.4 CRDi,2014,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,22.54,1396.0,88.73,,3.3
2018 Maruti Swift Dzire VXI 1.2,May 2018,Third Party,Petrol,5.0,48368.0,Third Owner,Manual,,21.21,1197.0,81.8,,5.84
2015 Audi A8 L 3.0 TDI quattro,2015,Third Party insurance,Diesel,4.0,40000.0,Second Owner,Automatic,,16.77,2967.0,246.74,,45.0
2018 Maruti Alto 800 LXI,Mar 2018,Zero Dep,Petrol,5.0,67680.0,First Owner,Manual,,22.05,796.0,47.33,,3.05
2012 Maruti Swift Dzire VXI,Nov 2012,Comprehensive,Petrol,5.0,65611.0,First Owner,Manual,,22.41,1197.0,88.5,,2.92
2013 Honda Brio S MT,Apr 2013,Comprehensive,Petrol,5.0,56545.0,Second Owner,Manual,,19.4,1198.0,86.8,,2.63
2018 Ford Freestyle Titanium Petrol BSIV,2018,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,19.0,1194.0,94.68,,4.5
2016 Hyundai Creta 1.6 CRDi SX,2016,Third Party insurance,Diesel,5.0,50000.0,First Owner,Manual,,19.67,1582.0,126.2,,8.0
2012 Hyundai Verna 1.6 SX VTVT,2012,Third Party insurance,Petrol,5.0,100000.0,Third Owner,Manual,,17.01,1591.0,121.3,,2.3
2020 Hyundai Venue SX Plus Turbo DCT,2020,Third Party insurance,Petrol,5.0,10000.0,Second Owner,Automatic,,18.15,998.0,118.35,,11.5
2019 Maruti Vitara Brezza VDi,2019,Third Party insurance,Diesel,5.0,120000.0,First Owner,Manual,,24.3,1248.0,88.5,,8.0
2021 Hyundai Grand i10 Nios Sportz CNG,2021,Third Party insurance,CNG,5.0,20000.0,First Owner,Manual,,,1197.0,68.05,,7.5
2014 Maruti Ertiga VXI,Aug 2014,Comprehensive,Petrol,7.0,61829.0,First Owner,Manual,,20.51,1462.0,101.65,,6.17
2019 Toyota Fortuner 2.8 2WD AT BSIV,2019,Third Party insurance,Diesel,7.0,50000.0,Second Owner,Automatic,,12.9,2755.0,174.5,,29.75
2017 Maruti Wagon R AMT VXI Plus,Dec 2017,Comprehensive,Petrol,5.0,40045.0,Second Owner,Automatic,,20.51,998.0,67.0,,3.8
2011 Maruti Wagon R LXI CNG,Jul 2011,Comprehensive,CNG,5.0,71209.0,First Owner,Manual,,26.2,998.0,58.2,,2.1
2009 Honda City 1.5 S MT,2009,Third Party insurance,Petrol,5.0,110000.0,Second Owner,Manual,,17.0,1497.0,1186600.0,,1.25
2020 Maruti Ertiga CNG VXI,Jul 2020,Third Party insurance,CNG,7.0,11600.0,Second Owner,Manual,,26.08,1462.0,91.19,,10.75
2014 Maruti Swift Dzire LDI,2014,Third Party insurance,Diesel,5.0,110000.0,First Owner,Manual,,23.4,1248.0,74.0,,2.8
2012 Hyundai i10 Magna 1.2 iTech SE,2012,Third Party insurance,Petrol,5.0,50000.0,Second Owner,Manual,,20.36,1197.0,78.9,,1.9
2016 Maruti Ciaz VDI SHVS,2016,Third Party insurance,Diesel,5.0,40000.0,First Owner,Manual,,28.09,1248.0,88.5,,4.7
2020 Maruti XL6 Zeta,2020,Third Party insurance,Petrol,6.0,30000.0,First Owner,Manual,,19.01,1462.0,103.2,,8.9
2023 Hyundai Verna SX,2023,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,18.6,1497.0,113.18,,13.0
2007 Maruti Alto LX,2007,Third Party insurance,Petrol,5.0,120000.0,Fourth & Above Owner,Manual,,19.7,796.0,46.3,,1.15
2018 Hyundai Creta 1.6 SX Option,Jul 2018,Third Party,Petrol,5.0,80483.0,First Owner,Manual,,15.8,1591.0,121.3,,10.38
2017 Maruti Baleno 1.2 Zeta,Oct 2017,Zero Dep,Petrol,5.0,56740.0,First Owner,Manual,,21.4,1197.0,83.1,,5.41
2010 Hyundai i10 Sportz 1.2,Oct 2010,Third Party,Petrol,5.0,103287.0,First Owner,Manual,,20.36,1197.0,78.9,,1.66
2019 Kia Seltos HTK Plus D,Sept 2019,Zero Dep,Diesel,5.0,70292.0,First Owner,Manual,,20.8,1493.0,113.43,,11.04
2017 Renault KWID RXT,Jan 2019,Third Party insurance,Petrol,5.0,61415.0,First Owner,Manual,,25.17,799.0,53.3,,2.72
2016 Ford Ecosport 1.5 TDCi Titanium BSIV,2016,Third Party insurance,Diesel,5.0,90000.0,Second Owner,Manual,,22.77,1498.0,98.59,,4.5
2016 Honda City i DTec E,2016,Third Party insurance,Diesel,5.0,120000.0,First Owner,Manual,,26.0,1498.0,98.6,,4.75
2022 Mercedes-Benz AMG A 35 4MATIC BSVI,2022,Third Party insurance,Petrol,5.0,10000.0,First Owner,Automatic,,,1991.0,301.73,,56.5
2017 Maruti Wagon R VXI Optional,2017,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,20.51,998.0,67.04,,3.5
2019 Tata Tiago 1.2 Revotron XZ,2019,Third Party insurance,Petrol,5.0,70000.0,First Owner,Manual,,23.84,1199.0,84.0,,4.6
2013 Renault Duster 85PS Diesel RxE,2013,Third Party insurance,Diesel,5.0,70000.0,Second Owner,Manual,,20.45,1461.0,83.8,,3.0
2018 Hyundai Creta 1.6 SX Option,2018,Third Party insurance,Petrol,5.0,40000.0,First Owner,Manual,,15.8,1591.0,121.3,,10.0
2008 Hyundai i10 Sportz 1.2,2008,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,20.36,1197.0,78.9,,1.0
2018 Ford Ecosport 1.5 Petrol Titanium BSIV,Feb 2018,Zero Dep,Petrol,5.0,32799.0,First Owner,Manual,,17.0,1497.0,121.31,,8.24
2018 Maruti Wagon R LXI BS IV,Oct 2018,Comprehensive,Petrol,5.0,66619.0,First Owner,Manual,,20.51,998.0,67.04,,3.91
2017 Honda City i VTEC CVT VX,May 2017,Zero Dep,Petrol,5.0,102713.0,First Owner,Automatic,,18.0,1497.0,117.3,,7.66
2018 Mahindra Thar CRDe,2018,Third Party insurance,Diesel,6.0,50000.0,Second Owner,Manual,,16.55,2498.0,105.0,,6.7
2021 Maruti XL6 Alpha AT,2021,Third Party insurance,Petrol,6.0,20000.0,Second Owner,Automatic,,17.99,1462.0,103.2,,11.0
2016 Ford Ecosport 1.5 Ti VCT AT Titanium BE BSIV,2016,Third Party insurance,Petrol,5.0,60000.0,First Owner,Automatic,,16.05,1499.0,110.4,,5.0
2020 Maruti Alto 800 LXI,2020,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,22.05,796.0,47.33,,3.15
2010 Maruti Wagon R LXI BS IV,2010,Third Party insurance,Petrol,5.0,70000.0,Third Owner,Manual,,18.9,998.0,67.1,,1.15
2019 Hyundai i20 Magna Plus Diesel,2019,Third Party insurance,Diesel,5.0,90000.0,First Owner,Manual,,22.54,1396.0,88.76,,5.7
2020 Maruti Alto 800 LXI,2020,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,22.05,796.0,47.33,,3.2
2018 BMW 7 Series 730Ld DPE Signature,2018,Third Party insurance,Diesel,5.0,50000.0,Second Owner,Automatic,,16.77,2993.0,261.49,,60.0
2019 Maruti Baleno 1.2 Zeta,May 2019,Zero Dep,Petrol,5.0,88750.0,First Owner,Manual,,21.4,1197.0,83.1,,6.26
2017 Maruti Vitara Brezza ZDi,2017,Third Party insurance,Diesel,5.0,80000.0,First Owner,Manual,,24.3,1248.0,88.5,,7.75
2022 Toyota Innova Crysta 2.7 VX 7 STR,Mar 2023,Comprehensive,Petrol,7.0,7500.0,First Owner,Manual,,8.0,2694.0,163.6,,22.5
2015 Mercedes-Benz C-Class C 200 AVANTGARDE,2015,Third Party insurance,Petrol,5.0,40000.0,First Owner,Automatic,,14.74,1991.0,181.04,,25.0
2014 Mahindra Bolero SLE,2014,Third Party insurance,Diesel,7.0,80000.0,First Owner,Manual,,15.96,2523.0,62.1,,5.0
2012 Mahindra XUV500 1.99 FWD W8,2012,Third Party insurance,Diesel,7.0,110000.0,First Owner,Manual,,15.1,1997.0,140.0,,5.2
2020 MG Hector Plus Smart DCT,2020,Third Party insurance,Petrol,6.0,20000.0,Second Owner,Automatic,,11.67,1451.0,141.0,,17.5
2017 Hyundai Xcent 1.1 CRDi Base,2017,Third Party insurance,Diesel,5.0,120000.0,First Owner,Manual,,24.4,1120.0,71.0,,3.5
2018 Maruti Wagon R LXI CNG,2018,Third Party insurance,CNG,5.0,80000.0,Second Owner,Manual,,26.6,998.0,58.16,,3.5
2023 Maruti Baleno Sigma BSVI,2023,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,22.35,1197.0,88.5,,7.4
2017 Maruti Celerio ZXI AMT,Aug 2017,Zero Dep,Petrol,5.0,41859.0,First Owner,Automatic,,26.0,998.0,65.71,,4.57
2020 Maruti Wagon R CNG LXI,Jul 2020,Zero Dep,CNG,5.0,34239.0,First Owner,Manual,,32.52,998.0,58.33,,5.55
2017 Volkswagen Ameo 1.2 MPI Highline Plus,Dec 2017,Third Party insurance,Petrol,5.0,92170.0,First Owner,Manual,,17.0,1198.0,73.75,,5.02
2012 Maruti Swift Dzire VXI,Jun 2012,Comprehensive,Petrol,5.0,99500.0,First Owner,Manual,,22.41,1197.0,88.5,,3.13
2017 Hyundai Grand i10 1.2 Kappa Sportz Option,Jun 2017,Zero Dep,Petrol,5.0,43186.0,First Owner,Manual,,18.9,1197.0,81.86,,4.6
2014 Maruti Swift Dzire LXI,2014,Third Party insurance,Petrol,5.0,70000.0,Second Owner,Manual,,19.1,1197.0,85.8,,3.45
2013 Hyundai i10 Era,2013,Third Party insurance,Petrol,5.0,60000.0,First Owner,Manual,,19.81,1086.0,68.05,,3.95
2023 Maruti Baleno Sigma BSVI,2023,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,22.35,1197.0,88.5,,7.4
2014 Ford Figo Diesel LXI,2014,Third Party insurance,Diesel,5.0,80000.0,First Owner,Manual,,20.0,1399.0,68.05,,2.1
2015 Hyundai Creta 1.4 CRDi S,2015,Third Party insurance,Diesel,5.0,90000.0,First Owner,Manual,,21.38,1396.0,88.7,,6.5
2017 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,2017,Third Party insurance,Petrol,5.0,50000.0,Third Owner,Automatic,,14.8,1497.0,121.36,,6.25
2020 Kia Seltos GTX Plus DCT,2020,Third Party insurance,Petrol,5.0,50000.0,First Owner,Automatic,,16.5,1353.0,138.08,,12.0
2019 Maruti Alto 800 LXI,Jan 2020,Zero Dep,Petrol,5.0,18475.0,First Owner,Manual,,22.05,796.0,47.33,,3.66
2017 Maruti Swift VXI,Mar 2017,Comprehensive,Petrol,5.0,14097.0,Second Owner,Manual,,22.38,1197.0,88.5,,4.83
2018 Renault Duster 85PS Diesel RxS,May 2018,Third Party insurance,Diesel,5.0,73676.0,First Owner,Manual,,19.87,1461.0,83.8,,6.1
2014 Maruti Wagon R VXI BS IV,Apr 2014,Comprehensive,Petrol,5.0,53394.0,First Owner,Manual,,20.51,998.0,67.04,,3.07
2010 Hyundai i10 Magna,Apr 2010,Comprehensive,Petrol,5.0,74341.0,First Owner,Manual,,20.36,1197.0,78.9,,1.56
2011 Toyota Etios VX,Apr 2011,Third Party insurance,Petrol,5.0,69819.0,Second Owner,Manual,,17.6,1496.0,88.7,,2.09
2013 Maruti Wagon R VXI BS IV,Jun 2013,Comprehensive,Petrol,5.0,124574.0,Second Owner,Manual,,18.9,998.0,67.1,,2.34
2012 Hyundai i20 1.2 Sportz,2012,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,17.0,1197.0,805200.0,,3.5
2023 Mercedes-Benz GLC 220d 4MATIC,Mar 2023,Comprehensive,Diesel,5.0,4000.0,First Owner,Automatic,,,1950.0,194.0,,72.0
2013 Maruti Swift VXI,2013,Third Party insurance,Petrol,5.0,80000.0,Second Owner,Manual,,18.6,1197.0,85.8,,3.6
2016 Maruti Wagon R LXI CNG,2016,Third Party insurance,CNG,5.0,60000.0,Second Owner,Manual,,26.6,998.0,58.16,,3.0
2013 Maruti Eeco 5 Seater AC BSIV,2013,Third Party insurance,Petrol,5.0,70000.0,First Owner,Manual,,15.37,1196.0,73.0,,2.5
2006 Ford Endeavour 4x4 XLT,2006,Third Party insurance,Diesel,7.0,70000.0,First Owner,Manual,,10.9,2953.0,153.8,,1.15
2012 Maruti Swift VXI,Aug 2012,Comprehensive,Petrol,5.0,97310.0,First Owner,Manual,,22.38,1197.0,88.5,,2.92
2018 Maruti Baleno 1.2 CVT Delta,Mar 2018,Third Party,Petrol,5.0,19244.0,First Owner,Automatic,,21.4,1197.0,83.1,,6.31
2015 Honda City i VTEC S,Jun 2015,Comprehensive,Petrol,5.0,67723.0,First Owner,Manual,,17.4,1497.0,117.3,,5.13
2015 Maruti Celerio VXI AMT,Apr 2015,Third Party insurance,Petrol,5.0,96295.0,Second Owner,Automatic,,26.68,998.0,65.71,,3.23
2011 Maruti Wagon R LXI CNG,Dec 2011,Comprehensive,CNG,5.0,78724.0,First Owner,Manual,,26.2,998.0,58.2,,2.17
2015 Honda Brio S MT,Jun 2015,Third Party insurance,Petrol,5.0,50489.0,First Owner,Manual,,19.4,1198.0,86.8,,3.24
2022 Renault Triber RXE BSVI,2022,Third Party insurance,Petrol,7.0,30000.0,First Owner,Manual,,20.0,999.0,71.01,,6.6
2011 Honda Civic 1.8 V AT,2011,Third Party insurance,Petrol,5.0,70000.0,Second Owner,Automatic,,13.9,1799.0,130.2,,3.5
2021 Hyundai Grand i10 Nios Sportz,2021,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,20.7,1197.0,81.86,,6.0
2020 Mercedes-Benz GLC 200,Jul 2020,Comprehensive,Petrol,5.0,40000.0,Second Owner,Automatic,,12.74,1991.0,197.0,,53.75
2009 Honda Civic 1.8 V MT,2009,Third Party insurance,Petrol,5.0,120000.0,Second Owner,Manual,,13.5,1799.0,130.0,,2.2
2022 Maruti Celerio LXI BSVI,2022,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,25.24,998.0,65.71,,5.8
2015 Hyundai i20 Active 1.2 S,Jul 2015,Third Party,Petrol,5.0,61226.0,First Owner,Manual,,17.19,1197.0,81.86,,5.2
2014 Maruti Wagon R LXI BS IV,Dec 2014,Comprehensive,Petrol,5.0,79258.0,First Owner,Manual,,20.51,998.0,67.04,,3.04
2017 Honda City i VTEC CVT VX,Jun 2017,Comprehensive,Petrol,5.0,88483.0,First Owner,Automatic,,18.0,1497.0,117.3,,8.37
2016 Hyundai Grand i10 Sportz,Aug 2016,Comprehensive,Petrol,5.0,35747.0,First Owner,Manual,,18.9,1197.0,82.0,,4.45
2014 Maruti Swift Dzire VXI,Nov 2014,Comprehensive,Petrol,5.0,80888.0,First Owner,Manual,,22.41,1197.0,88.5,,3.52
2012 Hyundai i10 Magna,Jan 2013,Third Party insurance,Petrol,5.0,54346.0,Second Owner,Manual,,20.36,1197.0,78.9,,2.48
2015 Hyundai Grand i10 Magna,Aug 2015,Comprehensive,Petrol,5.0,34425.0,First Owner,Manual,,18.9,1197.0,82.0,,3.89
2011 Hyundai Santro Xing GLS CNG,2011,Third Party insurance,CNG,5.0,120000.0,Second Owner,Manual,,11.88,1086.0,62.1,,1.0
2012 Hyundai Santro Xing GL CNG,2012,Third Party insurance,CNG,5.0,110000.0,Second Owner,Manual,,17.0,1086.0,,,1.6
2022 Tata Nexon XZ Plus HS,2022,Third Party insurance,Petrol,5.0,20000.0,Third Owner,Manual,,17.57,1199.0,118.36,,10.4
2008 Maruti Alto LX,2008,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,19.7,796.0,46.3,,85000.0
2022 Kia Sonet HTX Diesel AT BSVI,Jun 2022,Comprehensive,Diesel,5.0,11000.0,First Owner,Automatic,,,1493.0,113.43,,13.95
2012 Hyundai i10 Sportz,Feb 2012,Third Party insurance,Petrol,5.0,51210.0,First Owner,Manual,,20.36,1197.0,78.9,,1.99
2020 Maruti Baleno Zeta,Jun 2020,Third Party insurance,Petrol,5.0,59549.0,First Owner,Manual,,21.01,1197.0,81.8,,6.26
2021 Hyundai Verna SX Opt AT Diesel,Jun 2021,Zero Dep,Diesel,5.0,32748.0,First Owner,Automatic,,21.3,1493.0,113.45,,14.87
2019 Maruti Ciaz Delta BSIV,May 2019,Zero Dep,Petrol,5.0,25643.0,First Owner,Manual,,21.56,1462.0,103.25,,7.79
2017 Maruti Ignis 1.2 AMT Alpha BSIV,Jun 2017,Third Party,Petrol,5.0,52718.0,First Owner,Automatic,,20.89,1197.0,81.8,,5.34
2017 Hyundai Xcent 1.2 VTVT SX Option,Jun 2017,Third Party,Petrol,5.0,58005.0,First Owner,Manual,,20.14,1197.0,81.86,,5.21
2016 Hyundai i20 Asta 1.2,Jun 2016,Third Party,Petrol,5.0,50697.0,Second Owner,Manual,,18.6,1197.0,81.83,,5.35
2010 Hyundai i10 Magna,Aug 2010,Third Party,Petrol,5.0,60324.0,First Owner,Manual,,20.36,1197.0,78.9,,1.63
2011 Maruti Swift Lxi BSIII,Jun 2011,Third Party,Petrol,5.0,73564.0,Second Owner,Manual,,16.1,1298.0,88.2,,2.35
2018 Hyundai i20 Petrol CVT Magna Executive,2018,Third Party insurance,Petrol,5.0,40000.0,First Owner,Automatic,,17.4,1197.0,81.86,,6.5
2014 Mahindra XUV500 W8 2WD,2014,Third Party insurance,Diesel,7.0,40000.0,Second Owner,Manual,,15.1,2179.0,140.0,,6.15
2012 Nissan Micra XV,2012,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,18.06,1198.0,75.0,,2.1
2009 Honda City 1.5 S MT,2009,Third Party insurance,Petrol,5.0,80000.0,First Owner,Manual,,17.0,1497.0,1186600.0,,1.2
2006 Maruti Alto LXi,2006,Third Party insurance,Petrol,5.0,90000.0,Fourth & Above Owner,Manual,,19.7,796.0,46.3,,70000.0
2020 Tata Tiago NRG Diesel,2020,Third Party insurance,Diesel,5.0,50000.0,First Owner,Manual,,27.0,1047.0,69.0,,6.0
2016 Hyundai Grand i10 Asta,Jun 2016,Third Party,Petrol,5.0,79455.0,First Owner,Manual,,18.9,1197.0,82.0,,4.33
2014 Hyundai i10 Magna 1.1L,Jun 2014,Third Party,Petrol,5.0,62663.0,Second Owner,Manual,,19.81,1086.0,68.05,,2.78
2020 Maruti SX4 S Cross Alpha,Jun 2020,Comprehensive,Petrol,5.0,29510.0,Second Owner,Manual,,18.55,1462.0,103.25,,9.22
2022 Toyota Urban cruiser Premium AT,Jun 2022,Comprehensive,Petrol,5.0,19278.0,Second Owner,Automatic,,18.76,1462.0,103.26,,10.5
2012 Maruti Swift ZXI,Jun 2012,Comprehensive,Petrol,5.0,46891.0,First Owner,Manual,,18.6,1197.0,85.8,,3.28
2017 Maruti Baleno 1.2 Delta,Jun 2017,Comprehensive,Petrol,5.0,58730.0,Second Owner,Manual,,21.4,1197.0,83.1,,5.13
2019 Ford Endeavour Titanium Plus 4X2,Nov 2019,Comprehensive,Diesel,7.0,80000.0,First Owner,Automatic,,14.2,2198.0,158.2,,28.0
2016 Hyundai i20 Active 1.2,Jun 2016,Third Party,Petrol,5.0,71265.0,Second Owner,Manual,,17.19,1197.0,81.86,,4.92
2019 Maruti Baleno Alpha CVT,Jun 2019,Third Party,Petrol,5.0,16461.0,First Owner,Automatic,,19.56,1197.0,81.8,,7.57
2021 Datsun GO Plus T Option,Jun 2021,Third Party,Petrol,7.0,10283.0,First Owner,Manual,,19.02,1198.0,67.05,,5.3
2017 Hyundai Creta 1.4 E Plus,2017,Third Party insurance,Diesel,5.0,90000.0,First Owner,Manual,,22.1,1396.0,88.7,,7.0
2022 Hyundai Creta SX Opt Diesel AT BSVI,2022,Third Party insurance,Diesel,5.0,60000.0,First Owner,Automatic,,,1493.0,113.45,,18.5
2012 Maruti Alto 800 LXI,2012,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,22.74,796.0,47.3,,2.0
2020 Renault Triber RXL BSVI,2020,Third Party insurance,Petrol,7.0,50000.0,First Owner,Manual,,20.0,999.0,71.01,,5.5
2015 Audi A4 35 TDI Premium Sport,2015,Third Party insurance,Diesel,5.0,80000.0,First Owner,Automatic,,17.11,1968.0,174.33,,13.95
2017 Hyundai Grand i10 Sportz,Jun 2017,Third Party,Petrol,5.0,86017.0,First Owner,Manual,,18.9,1197.0,81.86,,4.29
2018 Nissan Micra Active XV,May 2018,Third Party insurance,Petrol,5.0,58866.0,First Owner,Manual,,19.69,1198.0,67.04,,3.41
2021 Maruti Alto 800 VXI BSVI,Sept 2021,Zero Dep,Petrol,5.0,22928.0,First Owner,Manual,,22.05,796.0,47.33,,4.17
2010 Hyundai i10 Era 1.1 iTech SE,May 2010,Comprehensive,Petrol,5.0,32698.0,First Owner,Manual,,19.81,1086.0,68.05,,1.44
2012 Maruti Ritz LXi,Apr 2012,Comprehensive,Petrol,5.0,119936.0,First Owner,Manual,,18.5,1197.0,85.8,,2.07
2015 Hyundai Grand i10 Sportz,Jul 2015,Third Party insurance,Petrol,5.0,59900.0,Second Owner,Manual,,18.9,1197.0,82.0,,3.56
2019 Hyundai Santro Sportz BSIV,Nov 2019,Third Party insurance,Petrol,5.0,46370.0,Second Owner,Manual,,20.3,1086.0,68.0,,4.45
2022 Hyundai Venue SX Diesel,Mar 2022,Third Party,Diesel,5.0,21649.0,Second Owner,Manual,,23.7,1493.0,98.6,,11.32
2015 Hyundai i10 Magna 1.1L,2015,Third Party insurance,Petrol,5.0,100000.0,First Owner,Manual,,19.81,1086.0,68.05,,2.2
2016 Maruti Ciaz ZXi Plus,2016,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,20.73,1373.0,91.1,,4.0
2014 Maruti Wagon R VXI BS IV with ABS,2014,Third Party insurance,Petrol,5.0,70000.0,First Owner,Manual,,20.51,998.0,67.06,,3.0
2016 Maruti Ciaz ZXi Plus,2016,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,20.73,1373.0,91.1,,4.0
2021 Hyundai Creta SX Opt Turbo BSVI,2021,Third Party insurance,Petrol,5.0,40000.0,First Owner,Automatic,,,1353.0,138.12,,17.5
2021 Hyundai Creta S Diesel BSVI,2021,Third Party insurance,Diesel,5.0,50000.0,First Owner,Manual,,,1493.0,113.98,,13.5
2018 Maruti Ignis 1.2 Alpha BSIV,May 2018,Comprehensive,Petrol,5.0,123617.0,First Owner,Manual,,20.89,1197.0,81.8,,4.16
2017 Hyundai i20 Active 1.2 S,May 2017,Third Party insurance,Petrol,5.0,60915.0,First Owner,Manual,,17.19,1197.0,81.86,,5.67
2021 Tata Nexon XZA Plus (O) AMT,Feb 2021,Zero Dep,Petrol,5.0,18515.0,First Owner,Automatic,,16.35,1199.0,118.36,,11.47
